in_hex,altr,cult,host,llar,localb,other,pers,quot,serv,tran,polygon,polygon_id
1036.0,10.0,15.0,63.0,9.0,9.0,29.0,80.0,11.0,32.0,1.0,aoi_53,52.0
1036.0,10.0,15.0,63.0,9.0,9.0,29.0,80.0,11.0,32.0,1.0,aoi_96,95.0
1037.0,11.0,9.0,44.0,2.0,8.0,6.0,74.0,13.0,18.0,,aoi_55,54.0
1037.0,11.0,9.0,44.0,2.0,8.0,6.0,74.0,13.0,18.0,,aoi_96,95.0
1037.0,11.0,9.0,44.0,2.0,8.0,6.0,74.0,13.0,18.0,,out,115.0
1038.0,17.0,14.0,48.0,7.0,14.0,58.0,121.0,23.0,26.0,3.0,aoi_96,95.0
1038.0,17.0,14.0,48.0,7.0,14.0,58.0,121.0,23.0,26.0,3.0,out,115.0
1038.0,17.0,14.0,48.0,7.0,14.0,58.0,121.0,23.0,26.0,3.0,aoi_92,91.0
1039.0,7.0,21.0,42.0,12.0,14.0,18.0,26.0,79.0,42.0,4.0,out,115.0
1039.0,7.0,21.0,42.0,12.0,14.0,18.0,26.0,79.0,42.0,4.0,aoi_96,95.0
1040.0,24.0,39.0,77.0,14.0,32.0,16.0,86.0,41.0,48.0,3.0,aoi_96,95.0
1040.0,24.0,39.0,77.0,14.0,32.0,16.0,86.0,41.0,48.0,3.0,out,115.0
1041.0,7.0,9.0,72.0,8.0,21.0,10.0,91.0,16.0,26.0,4.0,aoi_96,95.0
1041.0,7.0,9.0,72.0,8.0,21.0,10.0,91.0,16.0,26.0,4.0,out,115.0
1042.0,,,7.0,,3.0,2.0,2.0,2.0,4.0,1.0,out,115.0
1042.0,,,7.0,,3.0,2.0,2.0,2.0,4.0,1.0,aoi_96,95.0
1044.0,,,1.0,,,3.0,,,1.0,,out,115.0
1045.0,,,16.0,,,1.0,1.0,,1.0,,aoi_87,86.0
1045.0,,,16.0,,,1.0,1.0,,1.0,,out,115.0
1046.0,,1.0,8.0,,,,,2.0,,,aoi_87,86.0
1050.0,,,,,,,,,3.0,1.0,out,115.0
1051.0,,,,,,4.0,,,,,out,115.0
1052.0,,,,,,7.0,,,,,out,115.0
1053.0,,,,,,6.0,,,,,out,115.0
1054.0,,,,,,2.0,,,,1.0,out,115.0
1056.0,5.0,3.0,8.0,4.0,13.0,8.0,6.0,7.0,21.0,2.0,out,115.0
1057.0,6.0,4.0,13.0,6.0,18.0,5.0,12.0,47.0,36.0,4.0,out,115.0
1057.0,6.0,4.0,13.0,6.0,18.0,5.0,12.0,47.0,36.0,4.0,aoi_1,0.0
1058.0,5.0,4.0,22.0,12.0,41.0,10.0,11.0,17.0,59.0,17.0,out,115.0
1058.0,5.0,4.0,22.0,12.0,41.0,10.0,11.0,17.0,59.0,17.0,aoi_1,0.0
1059.0,7.0,7.0,23.0,11.0,31.0,11.0,9.0,18.0,59.0,3.0,out,115.0
1059.0,7.0,7.0,23.0,11.0,31.0,11.0,9.0,18.0,59.0,3.0,aoi_46,45.0
1060.0,5.0,3.0,21.0,7.0,32.0,8.0,9.0,10.0,37.0,9.0,aoi_46,45.0
1060.0,5.0,3.0,21.0,7.0,32.0,8.0,9.0,10.0,37.0,9.0,out,115.0
1060.0,5.0,3.0,21.0,7.0,32.0,8.0,9.0,10.0,37.0,9.0,aoi_45,44.0
1061.0,7.0,3.0,17.0,2.0,25.0,5.0,5.0,11.0,28.0,6.0,out,115.0
1061.0,7.0,3.0,17.0,2.0,25.0,5.0,5.0,11.0,28.0,6.0,aoi_45,44.0
1061.0,7.0,3.0,17.0,2.0,25.0,5.0,5.0,11.0,28.0,6.0,aoi_46,45.0
1062.0,3.0,5.0,11.0,3.0,28.0,8.0,1.0,8.0,41.0,5.0,out,115.0
1063.0,8.0,8.0,23.0,11.0,42.0,11.0,11.0,18.0,59.0,4.0,out,115.0
1064.0,7.0,3.0,27.0,15.0,33.0,10.0,15.0,17.0,50.0,6.0,out,115.0
1065.0,10.0,3.0,29.0,6.0,40.0,8.0,7.0,10.0,46.0,8.0,out,115.0
1066.0,8.0,8.0,34.0,8.0,26.0,11.0,14.0,15.0,54.0,11.0,out,115.0
1067.0,21.0,7.0,39.0,14.0,18.0,12.0,5.0,14.0,40.0,7.0,out,115.0
1067.0,21.0,7.0,39.0,14.0,18.0,12.0,5.0,14.0,40.0,7.0,aoi_51,50.0
1067.0,21.0,7.0,39.0,14.0,18.0,12.0,5.0,14.0,40.0,7.0,aoi_103,102.0
1068.0,19.0,8.0,53.0,19.0,34.0,21.0,14.0,19.0,45.0,5.0,out,115.0
1068.0,19.0,8.0,53.0,19.0,34.0,21.0,14.0,19.0,45.0,5.0,aoi_58,57.0
1068.0,19.0,8.0,53.0,19.0,34.0,21.0,14.0,19.0,45.0,5.0,aoi_59,58.0
1069.0,1.0,15.0,36.0,9.0,18.0,25.0,14.0,27.0,46.0,2.0,out,115.0
1069.0,1.0,15.0,36.0,9.0,18.0,25.0,14.0,27.0,46.0,2.0,aoi_58,57.0
1069.0,1.0,15.0,36.0,9.0,18.0,25.0,14.0,27.0,46.0,2.0,aoi_59,58.0
1069.0,1.0,15.0,36.0,9.0,18.0,25.0,14.0,27.0,46.0,2.0,aoi_53,52.0
1070.0,14.0,23.0,62.0,16.0,31.0,19.0,37.0,17.0,25.0,2.0,aoi_55,54.0
1070.0,14.0,23.0,62.0,16.0,31.0,19.0,37.0,17.0,25.0,2.0,aoi_97,96.0
1070.0,14.0,23.0,62.0,16.0,31.0,19.0,37.0,17.0,25.0,2.0,out,115.0
1070.0,14.0,23.0,62.0,16.0,31.0,19.0,37.0,17.0,25.0,2.0,aoi_99,98.0
1070.0,14.0,23.0,62.0,16.0,31.0,19.0,37.0,17.0,25.0,2.0,aoi_98,97.0
1071.0,24.0,22.0,86.0,23.0,62.0,22.0,161.0,255.0,24.0,,out,115.0
1071.0,24.0,22.0,86.0,23.0,62.0,22.0,161.0,255.0,24.0,,aoi_96,95.0
1071.0,24.0,22.0,86.0,23.0,62.0,22.0,161.0,255.0,24.0,,aoi_97,96.0
1072.0,14.0,35.0,43.0,11.0,18.0,22.0,108.0,16.0,13.0,2.0,aoi_96,95.0
1072.0,14.0,35.0,43.0,11.0,18.0,22.0,108.0,16.0,13.0,2.0,out,115.0
1072.0,14.0,35.0,43.0,11.0,18.0,22.0,108.0,16.0,13.0,2.0,aoi_93,92.0
1073.0,22.0,26.0,63.0,6.0,24.0,31.0,45.0,24.0,21.0,11.0,out,115.0
1073.0,22.0,26.0,63.0,6.0,24.0,31.0,45.0,24.0,21.0,11.0,aoi_91,90.0
1073.0,22.0,26.0,63.0,6.0,24.0,31.0,45.0,24.0,21.0,11.0,aoi_96,95.0
1074.0,9.0,11.0,44.0,10.0,28.0,11.0,61.0,30.0,18.0,4.0,aoi_96,95.0
1074.0,9.0,11.0,44.0,10.0,28.0,11.0,61.0,30.0,18.0,4.0,out,115.0
1074.0,9.0,11.0,44.0,10.0,28.0,11.0,61.0,30.0,18.0,4.0,aoi_91,90.0
1075.0,1.0,,19.0,5.0,5.0,8.0,8.0,3.0,7.0,2.0,out,115.0
1075.0,1.0,,19.0,5.0,5.0,8.0,8.0,3.0,7.0,2.0,aoi_96,95.0
1076.0,2.0,1.0,16.0,2.0,20.0,11.0,1.0,9.0,10.0,3.0,out,115.0
1076.0,2.0,1.0,16.0,2.0,20.0,11.0,1.0,9.0,10.0,3.0,aoi_90,89.0
1077.0,,,1.0,,8.0,10.0,,1.0,7.0,,out,115.0
1077.0,,,1.0,,8.0,10.0,,1.0,7.0,,aoi_90,89.0
1078.0,1.0,,5.0,,1.0,5.0,,2.0,4.0,1.0,out,115.0
1081.0,,,,,,,,,1.0,,out,115.0
1083.0,,,1.0,,,,,,,,out,115.0
1084.0,,,,,,,,,2.0,,out,115.0
1085.0,,1.0,1.0,,,1.0,,,1.0,,out,115.0
1086.0,,,,,,1.0,,,1.0,,out,115.0
1087.0,,1.0,1.0,,,,1.0,,2.0,,out,115.0
1088.0,4.0,2.0,11.0,,6.0,6.0,,2.0,16.0,2.0,out,115.0
1089.0,8.0,5.0,28.0,7.0,19.0,4.0,9.0,14.0,51.0,5.0,out,115.0
1089.0,8.0,5.0,28.0,7.0,19.0,4.0,9.0,14.0,51.0,5.0,aoi_65,64.0
1090.0,6.0,2.0,8.0,4.0,16.0,6.0,2.0,4.0,37.0,2.0,out,115.0
1091.0,5.0,4.0,10.0,8.0,47.0,9.0,13.0,10.0,43.0,7.0,out,115.0
1092.0,7.0,4.0,30.0,12.0,36.0,14.0,16.0,23.0,47.0,6.0,out,115.0
1092.0,7.0,4.0,30.0,12.0,36.0,14.0,16.0,23.0,47.0,6.0,aoi_46,45.0
1093.0,3.0,3.0,7.0,,5.0,3.0,6.0,4.0,10.0,6.0,out,115.0
1093.0,3.0,3.0,7.0,,5.0,3.0,6.0,4.0,10.0,6.0,aoi_46,45.0
1094.0,5.0,1.0,22.0,,20.0,4.0,1.0,4.0,24.0,3.0,out,115.0
1095.0,7.0,4.0,17.0,11.0,17.0,6.0,4.0,17.0,38.0,7.0,out,115.0
1096.0,8.0,3.0,25.0,14.0,42.0,12.0,10.0,13.0,65.0,20.0,out,115.0
1097.0,6.0,7.0,32.0,18.0,30.0,15.0,17.0,20.0,48.0,8.0,out,115.0
1098.0,9.0,8.0,30.0,12.0,25.0,14.0,10.0,15.0,36.0,3.0,out,115.0
1099.0,13.0,17.0,29.0,14.0,26.0,16.0,13.0,18.0,57.0,5.0,out,115.0
1099.0,13.0,17.0,29.0,14.0,26.0,16.0,13.0,18.0,57.0,5.0,aoi_103,102.0
1099.0,13.0,17.0,29.0,14.0,26.0,16.0,13.0,18.0,57.0,5.0,aoi_60,59.0
1100.0,13.0,36.0,48.0,21.0,20.0,16.0,67.0,50.0,42.0,6.0,aoi_103,102.0
1100.0,13.0,36.0,48.0,21.0,20.0,16.0,67.0,50.0,42.0,6.0,out,115.0
1101.0,10.0,14.0,33.0,26.0,51.0,15.0,22.0,41.0,90.0,6.0,out,115.0
1101.0,10.0,14.0,33.0,26.0,51.0,15.0,22.0,41.0,90.0,6.0,aoi_103,102.0
1102.0,12.0,16.0,56.0,15.0,34.0,25.0,46.0,39.0,66.0,3.0,out,115.0
1102.0,12.0,16.0,56.0,15.0,34.0,25.0,46.0,39.0,66.0,3.0,aoi_99,98.0
1103.0,5.0,4.0,60.0,9.0,33.0,14.0,25.0,45.0,37.0,3.0,out,115.0
1103.0,5.0,4.0,60.0,9.0,33.0,14.0,25.0,45.0,37.0,3.0,aoi_99,98.0
1104.0,27.0,13.0,111.0,13.0,19.0,12.0,44.0,20.0,54.0,7.0,out,115.0
1104.0,27.0,13.0,111.0,13.0,19.0,12.0,44.0,20.0,54.0,7.0,aoi_96,95.0
1104.0,27.0,13.0,111.0,13.0,19.0,12.0,44.0,20.0,54.0,7.0,aoi_99,98.0
1105.0,14.0,13.0,82.0,9.0,36.0,25.0,36.0,19.0,24.0,8.0,aoi_91,90.0
1105.0,14.0,13.0,82.0,9.0,36.0,25.0,36.0,19.0,24.0,8.0,out,115.0
1105.0,14.0,13.0,82.0,9.0,36.0,25.0,36.0,19.0,24.0,8.0,aoi_96,95.0
1106.0,12.0,12.0,87.0,3.0,34.0,10.0,12.0,26.0,25.0,8.0,aoi_91,90.0
1106.0,12.0,12.0,87.0,3.0,34.0,10.0,12.0,26.0,25.0,8.0,out,115.0
1107.0,2.0,,8.0,13.0,6.0,2.0,5.0,,,3.0,out,115.0
1107.0,2.0,,8.0,13.0,6.0,2.0,5.0,,,3.0,aoi_89,88.0
1108.0,1.0,2.0,33.0,,7.0,10.0,2.0,4.0,9.0,1.0,aoi_90,89.0
1108.0,1.0,2.0,33.0,,7.0,10.0,2.0,4.0,9.0,1.0,aoi_89,88.0
1108.0,1.0,2.0,33.0,,7.0,10.0,2.0,4.0,9.0,1.0,out,115.0
1109.0,8.0,6.0,49.0,10.0,38.0,9.0,27.0,60.0,58.0,3.0,out,115.0
1109.0,8.0,6.0,49.0,10.0,38.0,9.0,27.0,60.0,58.0,3.0,aoi_90,89.0
1109.0,8.0,6.0,49.0,10.0,38.0,9.0,27.0,60.0,58.0,3.0,aoi_114,113.0
1110.0,,,6.0,,6.0,11.0,1.0,7.0,7.0,,out,115.0
1113.0,,,,,,,,,1.0,,out,115.0
1114.0,,,1.0,,2.0,1.0,,1.0,9.0,,out,115.0
1115.0,3.0,2.0,7.0,1.0,15.0,3.0,5.0,3.0,30.0,1.0,out,115.0
1116.0,4.0,1.0,9.0,3.0,12.0,3.0,2.0,7.0,26.0,3.0,out,115.0
1117.0,4.0,1.0,6.0,1.0,13.0,7.0,1.0,4.0,18.0,3.0,out,115.0
1117.0,4.0,1.0,6.0,1.0,13.0,7.0,1.0,4.0,18.0,3.0,aoi_66,65.0
1118.0,19.0,5.0,26.0,11.0,49.0,18.0,6.0,23.0,60.0,7.0,aoi_65,64.0
1118.0,19.0,5.0,26.0,11.0,49.0,18.0,6.0,23.0,60.0,7.0,out,115.0
1119.0,5.0,5.0,20.0,12.0,25.0,10.0,1.0,11.0,34.0,7.0,aoi_65,64.0
1119.0,5.0,5.0,20.0,12.0,25.0,10.0,1.0,11.0,34.0,7.0,out,115.0
1120.0,,2.0,2.0,3.0,18.0,2.0,1.0,1.0,5.0,,out,115.0
1120.0,,2.0,2.0,3.0,18.0,2.0,1.0,1.0,5.0,,aoi_65,64.0
1121.0,3.0,3.0,13.0,8.0,38.0,6.0,2.0,4.0,35.0,3.0,out,115.0
1121.0,3.0,3.0,13.0,8.0,38.0,6.0,2.0,4.0,35.0,3.0,aoi_64,63.0
1122.0,9.0,8.0,22.0,14.0,36.0,12.0,12.0,14.0,48.0,2.0,out,115.0
1123.0,4.0,1.0,12.0,,2.0,,1.0,2.0,7.0,,out,115.0
1124.0,3.0,,10.0,,13.0,10.0,,3.0,11.0,,out,115.0
1125.0,8.0,5.0,32.0,7.0,59.0,14.0,1.0,8.0,57.0,5.0,out,115.0
1126.0,,1.0,13.0,,2.0,6.0,16.0,10.0,9.0,1.0,out,115.0
1126.0,,1.0,13.0,,2.0,6.0,16.0,10.0,9.0,1.0,aoi_61,60.0
1126.0,,1.0,13.0,,2.0,6.0,16.0,10.0,9.0,1.0,aoi_64,63.0
1127.0,5.0,5.0,38.0,3.0,26.0,12.0,13.0,13.0,27.0,8.0,out,115.0
1127.0,5.0,5.0,38.0,3.0,26.0,12.0,13.0,13.0,27.0,8.0,aoi_63,62.0
1127.0,5.0,5.0,38.0,3.0,26.0,12.0,13.0,13.0,27.0,8.0,aoi_61,60.0
1128.0,10.0,12.0,37.0,17.0,39.0,9.0,18.0,22.0,64.0,10.0,out,115.0
1129.0,9.0,8.0,35.0,11.0,48.0,18.0,14.0,24.0,58.0,8.0,out,115.0
1130.0,16.0,22.0,42.0,18.0,26.0,11.0,33.0,32.0,47.0,4.0,aoi_103,102.0
1130.0,16.0,22.0,42.0,18.0,26.0,11.0,33.0,32.0,47.0,4.0,out,115.0
1131.0,17.0,30.0,51.0,8.0,27.0,19.0,71.0,45.0,64.0,3.0,aoi_103,102.0
1131.0,17.0,30.0,51.0,8.0,27.0,19.0,71.0,45.0,64.0,3.0,out,115.0
1132.0,3.0,7.0,40.0,8.0,55.0,20.0,10.0,22.0,43.0,5.0,out,115.0
1132.0,3.0,7.0,40.0,8.0,55.0,20.0,10.0,22.0,43.0,5.0,aoi_102,101.0
1132.0,3.0,7.0,40.0,8.0,55.0,20.0,10.0,22.0,43.0,5.0,aoi_103,102.0
1133.0,5.0,5.0,60.0,2.0,25.0,23.0,5.0,16.0,37.0,1.0,out,115.0
1134.0,12.0,6.0,47.0,9.0,18.0,14.0,16.0,22.0,53.0,2.0,out,115.0
1135.0,10.0,4.0,35.0,,6.0,14.0,1.0,5.0,12.0,3.0,aoi_91,90.0
1135.0,10.0,4.0,35.0,,6.0,14.0,1.0,5.0,12.0,3.0,out,115.0
1136.0,3.0,2.0,21.0,5.0,17.0,11.0,,7.0,9.0,4.0,out,115.0
1137.0,,,,,,1.0,,,1.0,,out,115.0
1138.0,,1.0,,,,1.0,,,,,out,115.0
1139.0,7.0,1.0,31.0,4.0,16.0,8.0,6.0,8.0,7.0,5.0,aoi_89,88.0
1139.0,7.0,1.0,31.0,4.0,16.0,8.0,6.0,8.0,7.0,5.0,out,115.0
1139.0,7.0,1.0,31.0,4.0,16.0,8.0,6.0,8.0,7.0,5.0,aoi_90,89.0
1140.0,2.0,2.0,32.0,1.0,8.0,2.0,1.0,13.0,12.0,2.0,out,115.0
1143.0,,,1.0,,4.0,,,,,,out,115.0
1144.0,,,1.0,,5.0,,,1.0,3.0,,out,115.0
1145.0,,,1.0,1.0,,,1.0,,5.0,1.0,out,115.0
1146.0,4.0,2.0,3.0,6.0,7.0,1.0,6.0,3.0,19.0,1.0,aoi_65,64.0
1147.0,14.0,11.0,18.0,20.0,32.0,9.0,22.0,18.0,35.0,5.0,out,115.0
1147.0,14.0,11.0,18.0,20.0,32.0,9.0,22.0,18.0,35.0,5.0,aoi_65,64.0
1148.0,12.0,2.0,15.0,23.0,23.0,7.0,17.0,17.0,58.0,8.0,out,115.0
1148.0,12.0,2.0,15.0,23.0,23.0,7.0,17.0,17.0,58.0,8.0,aoi_65,64.0
1149.0,6.0,2.0,21.0,16.0,24.0,5.0,22.0,31.0,76.0,8.0,out,115.0
1149.0,6.0,2.0,21.0,16.0,24.0,5.0,22.0,31.0,76.0,8.0,aoi_64,63.0
1149.0,6.0,2.0,21.0,16.0,24.0,5.0,22.0,31.0,76.0,8.0,aoi_65,64.0
1150.0,8.0,5.0,21.0,9.0,13.0,4.0,40.0,41.0,26.0,,out,115.0
1150.0,8.0,5.0,21.0,9.0,13.0,4.0,40.0,41.0,26.0,,aoi_64,63.0
1151.0,5.0,4.0,19.0,12.0,18.0,4.0,36.0,13.0,37.0,1.0,out,115.0
1151.0,5.0,4.0,19.0,12.0,18.0,4.0,36.0,13.0,37.0,1.0,aoi_64,63.0
1152.0,6.0,3.0,28.0,11.0,60.0,7.0,44.0,14.0,36.0,2.0,aoi_64,63.0
1152.0,6.0,3.0,28.0,11.0,60.0,7.0,44.0,14.0,36.0,2.0,out,115.0
1153.0,15.0,7.0,31.0,14.0,69.0,14.0,47.0,63.0,55.0,2.0,out,115.0
1153.0,15.0,7.0,31.0,14.0,69.0,14.0,47.0,63.0,55.0,2.0,aoi_64,63.0
1154.0,8.0,6.0,35.0,13.0,72.0,7.0,23.0,20.0,41.0,4.0,aoi_64,63.0
1154.0,8.0,6.0,35.0,13.0,72.0,7.0,23.0,20.0,41.0,4.0,out,115.0
1155.0,8.0,4.0,38.0,2.0,3.0,3.0,59.0,9.0,17.0,2.0,out,115.0
1155.0,8.0,4.0,38.0,2.0,3.0,3.0,59.0,9.0,17.0,2.0,aoi_61,60.0
1155.0,8.0,4.0,38.0,2.0,3.0,3.0,59.0,9.0,17.0,2.0,aoi_64,63.0
1156.0,9.0,1.0,21.0,2.0,18.0,9.0,7.0,6.0,16.0,5.0,out,115.0
1156.0,9.0,1.0,21.0,2.0,18.0,9.0,7.0,6.0,16.0,5.0,aoi_63,62.0
1157.0,9.0,7.0,53.0,6.0,81.0,22.0,11.0,30.0,42.0,9.0,out,115.0
1158.0,4.0,7.0,39.0,15.0,66.0,26.0,9.0,25.0,76.0,15.0,out,115.0
1159.0,13.0,6.0,58.0,11.0,59.0,23.0,13.0,47.0,66.0,9.0,out,115.0
1159.0,13.0,6.0,58.0,11.0,59.0,23.0,13.0,47.0,66.0,9.0,aoi_100,99.0
1159.0,13.0,6.0,58.0,11.0,59.0,23.0,13.0,47.0,66.0,9.0,aoi_103,102.0
1160.0,7.0,8.0,88.0,11.0,53.0,24.0,9.0,26.0,65.0,12.0,aoi_100,99.0
1160.0,7.0,8.0,88.0,11.0,53.0,24.0,9.0,26.0,65.0,12.0,out,115.0
1161.0,5.0,15.0,75.0,19.0,54.0,18.0,8.0,34.0,61.0,5.0,out,115.0
1161.0,5.0,15.0,75.0,19.0,54.0,18.0,8.0,34.0,61.0,5.0,aoi_101,100.0
1162.0,8.0,5.0,31.0,6.0,14.0,13.0,6.0,8.0,23.0,12.0,out,115.0
1163.0,3.0,,23.0,1.0,9.0,23.0,,7.0,9.0,8.0,out,115.0
1164.0,,,,,,4.0,,,1.0,,out,115.0
1166.0,2.0,1.0,29.0,2.0,,1.0,48.0,4.0,9.0,,out,115.0
1167.0,,,2.0,,1.0,1.0,,,3.0,,aoi_89,88.0
1167.0,,,2.0,,1.0,1.0,,,3.0,,out,115.0
1168.0,1.0,,24.0,,3.0,5.0,6.0,4.0,9.0,4.0,aoi_89,88.0
1168.0,1.0,,24.0,,3.0,5.0,6.0,4.0,9.0,4.0,out,115.0
1170.0,5.0,2.0,4.0,9.0,14.0,5.0,1.0,2.0,16.0,5.0,out,115.0
1171.0,7.0,2.0,18.0,5.0,34.0,11.0,1.0,14.0,28.0,9.0,out,115.0
1172.0,4.0,1.0,12.0,7.0,36.0,4.0,3.0,15.0,25.0,3.0,out,115.0
1173.0,3.0,4.0,7.0,7.0,37.0,10.0,1.0,11.0,27.0,1.0,out,115.0
1174.0,2.0,1.0,9.0,3.0,20.0,12.0,2.0,9.0,37.0,5.0,out,115.0
1175.0,3.0,3.0,15.0,5.0,56.0,12.0,2.0,8.0,34.0,11.0,out,115.0
1176.0,4.0,4.0,23.0,8.0,42.0,14.0,5.0,13.0,32.0,5.0,out,115.0
1177.0,5.0,7.0,15.0,3.0,32.0,4.0,,13.0,19.0,4.0,out,115.0
1178.0,,1.0,1.0,,,1.0,,,,,out,115.0
1179.0,,,12.0,,9.0,15.0,,4.0,6.0,2.0,out,115.0
1180.0,8.0,6.0,29.0,3.0,77.0,29.0,2.0,23.0,31.0,12.0,out,115.0
1181.0,4.0,8.0,24.0,5.0,117.0,26.0,3.0,14.0,37.0,8.0,out,115.0
1182.0,5.0,4.0,36.0,5.0,84.0,47.0,10.0,22.0,48.0,9.0,out,115.0
1182.0,5.0,4.0,36.0,5.0,84.0,47.0,10.0,22.0,48.0,9.0,aoi_100,99.0
1183.0,8.0,9.0,55.0,11.0,142.0,56.0,12.0,32.0,47.0,7.0,out,115.0
1183.0,8.0,9.0,55.0,11.0,142.0,56.0,12.0,32.0,47.0,7.0,aoi_101,100.0
1183.0,8.0,9.0,55.0,11.0,142.0,56.0,12.0,32.0,47.0,7.0,aoi_100,99.0
1184.0,5.0,6.0,24.0,9.0,67.0,21.0,1.0,11.0,27.0,8.0,out,115.0
1185.0,3.0,,7.0,1.0,25.0,18.0,,7.0,10.0,3.0,out,115.0
1186.0,,,,,,1.0,,,1.0,,out,115.0
1188.0,2.0,1.0,7.0,,2.0,3.0,1.0,,49.0,,out,115.0
1190.0,,,1.0,,,6.0,1.0,,3.0,2.0,out,115.0
1192.0,2.0,,,,1.0,1.0,,,3.0,1.0,out,115.0
1193.0,4.0,6.0,20.0,6.0,76.0,6.0,11.0,23.0,45.0,7.0,out,115.0
1194.0,4.0,1.0,8.0,6.0,30.0,11.0,,9.0,24.0,5.0,out,115.0
1195.0,4.0,1.0,7.0,1.0,31.0,11.0,2.0,4.0,18.0,1.0,out,115.0
1196.0,5.0,1.0,14.0,4.0,35.0,11.0,3.0,9.0,40.0,3.0,out,115.0
1197.0,,1.0,1.0,,17.0,7.0,,1.0,3.0,2.0,out,115.0
1198.0,,,,,4.0,4.0,,,1.0,,out,115.0
1199.0,,,1.0,,,2.0,,,1.0,,out,115.0
1200.0,,1.0,,,,10.0,,,,1.0,out,115.0
1201.0,,,1.0,,6.0,3.0,,,3.0,1.0,out,115.0
1202.0,,,,,4.0,1.0,,,2.0,,out,115.0
1203.0,,,2.0,,7.0,5.0,,,2.0,,out,115.0
1205.0,,,2.0,,,,,,,,out,115.0
1210.0,,,,,,,,,1.0,,out,115.0
1211.0,,,9.0,,,,1.0,,1.0,,out,115.0
1213.0,4.0,,5.0,3.0,7.0,2.0,2.0,4.0,12.0,,out,115.0
1214.0,3.0,,7.0,5.0,14.0,4.0,,5.0,14.0,5.0,out,115.0
1215.0,4.0,1.0,7.0,,28.0,10.0,2.0,2.0,37.0,3.0,out,115.0
1216.0,2.0,,1.0,,10.0,6.0,,1.0,5.0,2.0,out,115.0
1217.0,,,,,,3.0,,,,,out,115.0
1218.0,,,1.0,,,,,,2.0,,out,115.0
1219.0,,,,,,1.0,,,,,out,115.0
1220.0,,,,,,2.0,,,,,out,115.0
1221.0,,,1.0,,,,,,,,out,115.0
1222.0,,,,,,3.0,,,1.0,,out,115.0
1225.0,,,1.0,,,,,,1.0,,out,115.0
1233.0,1.0,,,,,2.0,,,1.0,,out,115.0
1234.0,3.0,2.0,12.0,1.0,14.0,4.0,1.0,8.0,18.0,6.0,out,115.0
1235.0,4.0,,4.0,,11.0,2.0,,4.0,8.0,2.0,out,115.0
1236.0,,1.0,,,,1.0,,,2.0,,out,115.0
1237.0,1.0,,,,,,,,,,out,115.0
1238.0,,,,,,,,,1.0,,out,115.0
1239.0,,,1.0,,,,,,,,out,115.0
1240.0,,,,,,1.0,,,,,out,115.0
1241.0,,,,,,2.0,,,,,out,115.0
1243.0,,,,,,,,,1.0,,out,115.0
1253.0,1.0,,6.0,2.0,1.0,1.0,,,10.0,1.0,out,115.0
1254.0,9.0,5.0,11.0,7.0,15.0,4.0,17.0,60.0,19.0,2.0,out,115.0
1255.0,3.0,1.0,6.0,1.0,32.0,7.0,2.0,6.0,7.0,1.0,out,115.0
1256.0,1.0,,,,,,,,2.0,1.0,out,115.0
1257.0,1.0,,3.0,1.0,4.0,5.0,,4.0,,,out,115.0
1259.0,,,,,,,,,3.0,,out,115.0
1260.0,,,,,,1.0,,,,,out,115.0
1263.0,,,,,,,,,1.0,,out,115.0
1271.0,,,5.0,,2.0,4.0,2.0,4.0,6.0,1.0,out,115.0
1272.0,2.0,,10.0,1.0,11.0,9.0,1.0,6.0,15.0,,out,115.0
1273.0,5.0,1.0,20.0,12.0,18.0,6.0,8.0,18.0,35.0,1.0,out,115.0
1274.0,4.0,,4.0,2.0,18.0,5.0,4.0,7.0,11.0,1.0,out,115.0
1275.0,,,,,,3.0,,,1.0,,out,115.0
1289.0,,,,,,2.0,,,,,out,115.0
1290.0,1.0,,3.0,,3.0,2.0,,,3.0,,out,115.0
1292.0,,,2.0,1.0,3.0,10.0,,,4.0,7.0,out,115.0
1293.0,1.0,1.0,3.0,3.0,20.0,10.0,,1.0,2.0,3.0,out,115.0
1295.0,,,,,,,,,1.0,,out,115.0
1296.0,,,,,,1.0,,,,,out,115.0
1307.0,2.0,,1.0,,,1.0,,,1.0,,out,115.0
1308.0,,,1.0,1.0,,1.0,,2.0,,,out,115.0
1309.0,1.0,,5.0,,5.0,6.0,,3.0,6.0,2.0,out,115.0
1310.0,,,,,1.0,4.0,,,3.0,,out,115.0
1311.0,,,,,,1.0,,,,,out,115.0
1323.0,,,1.0,,2.0,1.0,,,,,out,115.0
1324.0,,,,,,,,,1.0,,out,115.0
1338.0,,,,,,3.0,,,,,out,115.0
1367.0,,,,,,1.0,,,,,out,115.0
1387.0,,,,,,1.0,,,,,out,115.0
1413.0,,,,,,1.0,,,,,out,115.0
1431.0,,,,,,1.0,,,,,out,115.0
